Date,TNX,US_Corp,LIBOR,CPI,BAA,UNRATE,SPY,IRX,RGDP,Cash,TreasInd
7/1/2009,3.501,1741.476522,0.515327826,219.263,7.09,9.5,98.809998,0.175,15189.222,1.322274269,1.567087114
8/1/2009,3.401,1800.885238,0.4245185,219.496,6.58,9.6,102.459999,0.13,#N/A,1.323719321,1.591759991
9/1/2009,3.307,1843.083182,0.297949091,219.92,6.31,9.8,105.589996,0.115,#N/A,1.32509107,1.609804239
10/1/2009,3.392,1865.590435,0.283082273,220.501,6.29,10,103.559998,0.045,15356.058,1.325710569,1.631201917
11/1/2009,3.201,1884.53619,0.268140952,220.666,6.32,9.9,109.940002,0.05,#N/A,1.326119546,1.633164076
12/1/2009,3.843,1890.590455,0.25304619,220.881,6.37,9.9,111.440002,0.05,#N/A,1.326587076,1.650596207
1/1/2010,3.609,1913.257619,0.2501195,220.633,6.25,9.8,107.389999,0.07,15415.145,1.326918728,1.62843946
2/1/2010,3.595,1913.277143,0.2505195,220.731,6.34,9.8,110.739998,0.115,#N/A,1.327250379,1.650710384
3/1/2010,3.833,1932.602609,0.268424783,220.783,6.27,9.9,117,0.15,#N/A,1.32753331,1.659216595
4/1/2010,3.663,1949.580476,0.3116065,220.822,6.25,9.9,118.809998,0.155,15557.277,1.327771098,1.655178101
5/1/2010,3.301,1967.892857,0.458514211,220.962,6.05,9.6,109.370003,0.15,#N/A,1.328006204,1.674709826
6/1/2010,2.951,1969.855909,0.536898636,221.194,6.23,9.4,103.220001,0.17,#N/A,1.328134484,1.689510592
7/1/2010,2.907,2013.766957,0.510327727,221.363,6.01,9.4,110.269997,0.14,15671.967,1.329081612,1.716248175
8/1/2010,2.477,2065.521818,0.362546667,221.509,5.66,9.5,105.309998,0.135,#N/A,1.330211104,1.733587272
9/1/2010,2.517,2077.780909,0.291365909,221.711,5.66,9.5,114.129997,0.155,#N/A,1.331365178,1.750178931
10/1/2010,2.612,2102.884091,0.28884,221.83,5.72,9.4,118.489998,0.11,15750.625,1.331763875,1.757860528
11/1/2010,2.797,2089.729091,0.287120455,222.149,5.92,9.8,118.489998,0.16,#N/A,1.332169276,1.764056763
12/1/2010,3.305,2052.337826,0.302723333,222.343,6.1,9.3,125.75,0.115,#N/A,1.332487071,1.742525878
1/1/2011,3.378,2065.193333,0.3034105,222.803,6.09,9.1,128.679993,0.145,15712.754,1.332896942,1.734966915
2/1/2011,3.414,2061.709,0.3119,223.213,6.15,9,133.149994,0.135,#N/A,1.33330145,1.733053387
3/1/2011,3.454,2086.432609,0.308434783,223.454,6.03,9,132.589996,0.09,#N/A,1.333701487,1.742145286
4/1/2011,3.296,2098.341429,0.281382222,223.727,6.02,9.1,136.429993,0.04,15825.096,1.334172593,1.742134714
5/1/2011,3.05,2138.520455,0.260713,224.175,5.78,9,134.899994,0.04,#N/A,1.334651297,1.764409867
6/1/2011,3.158,2148.165455,0.247824091,224.697,5.75,9.1,131.970001,0.015,#N/A,1.335148327,1.793546232
7/1/2011,2.805,2156.282727,0.249911905,225.218,5.76,9,129.330002,0.09,15820.7,1.335543895,1.780003531
8/1/2011,2.218,2193.306087,0.293237727,225.862,5.36,9,122.220001,0.015,#N/A,1.335904599,1.815239926
9/1/2011,1.924,2193.767727,0.350226818,226.118,5.27,9,113.150002,0.01,#N/A,1.336160265,1.842906786
10/1/2011,2.175,2178.720952,0.406478571,226.506,5.37,8.8,125.5,0.005,16004.107,1.336601871,1.850296597
11/1/2011,2.068,2208.572727,0.475291818,226.899,5.14,8.6,124.989998,0.015,#N/A,1.337200363,1.86187291
12/1/2011,1.871,2202.707727,0.5557375,227.405,5.25,8.5,125.5,0.005,#N/A,1.337803772,1.847600743
1/1/2012,1.799,2232.347619,0.5659,227.877,5.23,8.3,131.320007,0.055,16129.418,1.338719612,1.871017669
2/1/2012,1.977,2270.48619,0.503240476,228.034,5.14,8.3,137.020004,0.075,#N/A,1.340102982,1.884771809
3/1/2012,2.216,2274.445217,0.473288636,228.478,5.23,8.2,140.809998,0.065,#N/A,1.341260632,1.883735756
4/1/2012,1.915,2289.2365,0.466807895,228.905,5.19,8.2,139.869995,0.09,16198.807,1.342209548,1.876673676
5/1/2012,1.581,2308.083478,0.466531818,229.224,5.07,8.2,131.470001,0.06,#N/A,1.34320629,1.894952622
6/1/2012,1.659,2320.145,0.465586842,229.623,5.02,8.2,136.100006,0.08,#N/A,1.34415744,1.920135068
7/1/2012,1.492,2368.715,0.453554545,229.97,4.87,8.2,137.710007,0.1,16220.667,1.345046909,1.915398822
8/1/2012,1.562,2382.442609,0.4326,230.233,4.91,8.1,141.160004,0.085,#N/A,1.346089689,1.938688885
9/1/2012,1.637,2402.368095,0.3856325,230.659,4.84,7.8,143.970001,0.09,#N/A,1.346988991,1.943086827
10/1/2012,1.686,2434.832273,0.33048913,231.024,4.58,7.8,141.350006,0.105,16239.138,1.347924498,1.947114749
11/1/2012,1.606,2448.289091,0.311022727,231.33,4.51,7.7,142.149994,0.075,#N/A,1.348653952,1.947051317
12/1/2012,1.756,2446.759,0.309473684,231.725,4.63,7.9,142.410004,0.035,#N/A,1.349155004,1.952665036
1/1/2013,1.985,2444.228182,0.302613636,232.229,4.73,8,149.699997,0.065,16382.964,1.349745451,1.949884607
2/1/2013,1.888,2436.199,0.290495,232.569,4.85,7.7,151.610001,0.1,#N/A,1.350323829,1.934639818
3/1/2013,1.852,2444.580952,0.2819,232.794,4.85,7.5,156.669998,0.065,#N/A,1.350801639,1.947537628
4/1/2013,1.675,2478.866364,0.277142857,232.832,4.59,7.6,159.679993,0.045,16403.18,1.351275427,1.949345436
5/1/2013,2.164,2469.908696,0.274169048,232.996,4.73,7.5,163.449997,0.03,#N/A,1.351745192,1.969907929
6/1/2013,2.478,2396.502857,0.27374,233.35,5.19,7.5,160.419998,0.03,#N/A,1.352182775,1.932113116
7/1/2013,2.593,2377.523478,0.267582609,233.88,5.32,7.3,168.710007,0.03,16531.685,1.352654774,1.90339963
8/1/2013,2.749,2368.11619,0.263395238,234.336,5.42,7.2,163.649994,0.02,#N/A,1.353116494,1.894529743
9/1/2013,2.615,2366.272381,0.253178571,234.7,5.47,7.2,168.009995,0.005,#N/A,1.353546478,1.895090057
10/1/2013,2.542,2406.61,0.241765217,234.921,5.31,7.2,175.789993,0.033,16663.649,1.354014008,1.911053741
11/1/2013,2.741,2411.140455,0.238245238,235.359,5.38,6.9,181,0.055,#N/A,1.354424773,1.923000073
12/1/2013,3.026,2412.949048,0.2438975,235.759,5.38,6.7,184.690002,0.063,#N/A,1.354768492,1.921276841
1/1/2014,2.668,2440.040455,0.238229545,235.961,5.19,6.6,178.179993,0.01,16616.54,1.355155568,1.910419422
2/1/2014,2.658,2465.198,0.2352025,236.185,5.1,6.7,186.289993,0.043,#N/A,1.355578401,1.938646597
3/1/2014,2.723,2477.334762,0.234097619,236.625,5.06,6.7,187.009995,0.028,#N/A,1.355945809,1.948954273
4/1/2014,2.648,2502.297619,0.227495,237.072,4.9,6.2,188.309998,0.02,16841.475,1.356387862,1.943541422
5/1/2014,2.457,2536.724783,0.22609,237.529,4.76,6.3,192.679993,0.03,#N/A,1.356784771,1.966461465
6/1/2014,2.516,2541.179048,0.230945238,237.837,4.8,6.1,195.720001,0.02,#N/A,1.357130278,1.984391535
7/1/2014,2.556,2555.597391,0.234173913,238.195,4.73,6.2,193.089996,0.018,17047.098,1.357527187,1.981008503
8/1/2014,2.343,2573.577727,0.23465,238.405,4.69,6.1,200.710007,0.018,#N/A,1.357915603,1.985152717
9/1/2014,2.508,2563.08,0.234031818,238.786,4.8,5.9,197.020004,0.013,#N/A,1.358305807,2.002300462
10/1/2014,2.335,2588.87,0.231376087,239.191,4.69,5.7,201.660004,0.003,17143.038,1.358741156,1.998568555
11/1/2014,2.194,2581.171429,0.2328625,239.458,4.79,5.8,207.199997,0.005,#N/A,1.359121526,2.008252484
12/1/2014,2.17,2586.297727,0.244607143,239.584,4.74,5.6,205.539993,0.037,#N/A,1.359495193,2.020230533
1/1/2015,1.675,2637.532381,0.254319048,239.825,4.45,5.7,199.449997,0.005,17277.58,1.359835783,2.024395891
2/1/2015,2.002,2635.909048,0.25842,240.141,4.51,5.5,210.660004,0.008,#N/A,1.36026398,2.066842373
3/1/2015,1.934,2637.187727,0.268297727,240.739,4.54,5.4,206.429993,0.025,#N/A,1.36064748,2.047411082
4/1/2015,2.046,2661.372381,0.27596,241.337,4.48,5.4,208.460007,0.005,17405.669,1.361130207,2.063184469
5/1/2015,2.095,2615.562381,0.279536842,241.628,4.89,5.6,211.139999,0.003,#N/A,1.361580752,2.042865132
6/1/2015,2.335,2583.551818,0.282711364,242.036,5.13,5.3,205.850006,0.01,#N/A,1.362074653,2.034893863
7/1/2015,2.205,2585.241304,0.290669565,242.504,5.2,5.2,210.5,0.058,17463.222,1.362556039,2.014565011
8/1/2015,2.2,2593.554762,0.3207975,242.79,5.19,5.1,199.160004,0.05,#N/A,1.362976637,2.03636231
9/1/2015,2.06,2589.322727,0.331111364,243.324,5.34,5,191.630005,0.005,#N/A,1.363495568,2.035248024
10/1/2015,2.151,2609.023913,0.321359091,243.786,5.34,5,208.889999,0.068,17468.902,1.3641325,2.048504224
11/1/2015,2.218,2594.566667,0.370971429,244.33,5.46,5.1,208.690002,0.17,#N/A,1.364681825,2.04753266
12/1/2015,2.269,2589.293182,0.533235714,244.61,5.46,5,203.869995,0.148,#N/A,1.365132817,2.048828784
1/1/2016,1.931,2589.801905,0.6195525,245.108,5.45,4.9,193.720001,0.3,17556.839,1.365419771,2.035523952
2/1/2016,1.74,2596.205714,0.622719048,245.684,5.34,4.9,193.559998,0.308,#N/A,1.366512164,2.058833044
3/1/2016,1.786,2637.465455,0.632,245.986,5.13,5,205.520004,0.193,#N/A,1.367493262,2.070450588
4/1/2016,1.819,2698.538636,0.63275,246.477,4.79,5,206.330002,0.193,17639.417,1.368636609,2.096359329
5/1/2016,1.834,2714.544545,0.6447725,247.018,4.68,4.8,209.839996,0.283,#N/A,1.369641843,2.105291591
6/1/2016,1.488,2747.050909,0.651620455,247.431,4.53,4.9,209.479996,0.248,#N/A,1.370715911,2.104737619
7/1/2016,1.458,2801.118636,0.696309524,247.763,4.22,4.8,217.119995,0.24,17735.074,1.371939266,2.14818421
8/1/2016,1.568,2811.48913,0.810223182,248.384,4.24,4.9,217.380005,0.32,#N/A,1.372846614,2.152741789
9/1/2016,1.608,2807.595455,0.849680455,248.742,4.31,5,216.300003,0.26,#N/A,1.374166961,2.154300098
10/1/2016,1.834,2800.969524,0.878682857,249.103,4.38,4.9,212.550003,0.295,17824.231,1.375682187,2.153492399
11/1/2016,2.368,2742.239545,0.908464091,249.599,4.71,4.7,220.380005,0.468,#N/A,1.377449504,2.138248668
12/1/2016,2.479,2714.276364,0.9753285,250.029,4.83,4.7,223.529999,0.48,#N/A,1.379002275,2.078463089
1/1/2017,2.451,2744.615238,1.025692857,250.629,4.66,4.7,227.529999,0.5,17925.256,1.380541637,2.089414598
2/1/2017,2.358,2755.5345,1.0445965,251.065,4.64,4.7,236.470001,0.523,#N/A,1.382391196,2.090904189
3/1/2017,2.396,2755.45087,1.134713043,250.873,4.68,4.4,235.740005,0.738,#N/A,1.383916703,2.095813815
4/1/2017,2.282,2792.4965,1.159030556,251.106,4.57,4.4,238.080002,0.78,18021.048,1.385543224,2.106479881
5/1/2017,2.196,2808.22913,1.185849524,251.33,4.55,4.4,241.440002,0.95,#N/A,1.38730473,2.118113283
6/1/2017,2.302,2843.962273,1.262409545,251.689,4.37,4.3,241.800003,0.993,#N/A,1.388914714,2.137174555
7/1/2017,2.292,2847.615714,1.307512857,251.992,4.39,4.3,246.770004,1.053,18163.558,1.390209584,2.136921885
8/1/2017,2.121,2870.24,1.314176818,252.58,4.31,4.4,247.490005,0.978,#N/A,1.391970196,2.15113802
9/1/2017,2.326,2879.696364,1.323295714,252.979,4.3,4.2,251.229996,1.028,#N/A,1.393700414,2.161456269
10/1/2017,2.376,2883.616364,1.360793182,253.534,4.32,4.1,257.149994,1.123,18322.464,1.395238883,2.15505388
11/1/2017,2.417,2888.896364,1.434204091,253.887,4.27,4.2,265.01001,1.238,#N/A,1.397067881,2.156163938
12/1/2017,2.405,2900.000952,1.601752105,254.445,4.22,4.1,266.859985,1.355,#N/A,1.398550478,2.159672776
1/1/2018,2.72,2891.656818,1.733970909,255.218,4.26,4.1,281.899994,1.43,18438.254,1.399826129,2.163418427
2/1/2018,2.868,2845.667,1.874672,255.662,4.51,4.1,271.649994,1.618,#N/A,1.40215171,2.132712124
3/1/2018,2.741,2833.945,2.173357619,256.144,4.64,4,263.149994,1.67,#N/A,1.403853323,2.124062134
4/1/2018,2.936,2833.851905,2.349426,256.42,4.67,3.9,264.51001,1.763,18598.135,1.406151639,2.131814563
5/1/2018,2.822,2812.759565,2.335608571,256.906,4.83,3.8,270.940002,1.87,#N/A,1.410088992,2.111082919
6/1/2018,2.849,2815.570409,2.330264286,257.327,4.83,4,271.279999,1.88,#N/A,1.413913708,2.123470103
7/1/2018,2.964,2832.605455,2.339118182,257.876,4.79,3.9,281.329987,1.985,18732.72,1.416994221,2.128439989
8/1/2018,2.853,2851.075652,2.323575,258.087,4.77,3.8,290.309998,2.055,#N/A,1.420619589,2.124745083
9/1/2018,3.056,2842.260476,2.349427,258.496,4.88,3.7,290.720001,2.15,#N/A,1.423925821,2.142644495
10/1/2018,3.159,2821.619565,2.460626522,259.002,5.07,3.8,270.630005,2.278,18783.548,1.426909788,2.126781246
11/1/2018,3.013,2806.095455,2.649184091,259.61,5.22,3.7,275.649994,2.308,#N/A,1.42968949,2.113759743
12/1/2018,2.686,2831.1995,2.787742105,260.078,5.13,3.9,249.919998,2.3,#N/A,1.432805314,2.124631963
1/1/2019,2.635,2863.104091,2.774177727,260.701,5.12,4,269.929993,2.34,18927.281,1.436765462,2.163663697
2/1/2019,2.711,2912.7085,2.676678,260.989,4.95,3.8,278.679993,2.383,#N/A,1.441061731,2.181187804
3/1/2019,2.414,2949.241818,2.605674762,261.374,4.84,3.8,282.480011,2.328,#N/A,1.444780516,2.181067283
4/1/2019,2.509,2986.631905,2.5895395,261.735,4.7,3.6,294.019989,2.368,19021.86,1.448184634,2.219002703
5/1/2019,2.142,3014.037826,2.531680952,262.032,4.63,3.6,275.269989,2.293,#N/A,1.451527518,2.228483651
6/1/2019,2,3078.537143,2.3974965,262.803,4.46,3.7,293,2.035,#N/A,1.45497678,2.267456182
7/1/2019,2.021,3119.445,2.293654348,263.569,4.28,3.7,297.429993,2.03,19122.06,1.458598572,2.293134453
8/1/2019,1.506,3203.27913,2.16479381,264.245,3.87,3.7,292.450012,1.933,#N/A,1.461591032,2.315891688
9/1/2019,1.675,3202.685238,2.125182381,264.595,3.91,3.5,296.769989,1.77,#N/A,1.464600476,2.360603744
10/1/2019,1.691,3214.323478,1.977421304,265.011,3.92,3.6,303.329987,1.498,#N/A,1.467567906,2.35196644
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
