,SPY_Return,US_Corp_Return,TreasInd_Return,Cash_Return
Normal,0.09451609765217851,0.058012716147564584,0.04156903067734482,0.016315075787097205
Strong,0.266752501547402,0.02269784404476681,-0.0006993082725472046,0.012831519872860254
Weak,-0.07772030624304493,0.09332758825036234,0.08383736962723685,0.019798631701334144
