,SPY_Return,US_Corp_Return,TreasInd_Return,Cash_Return
SPY_Return,0.28935853194776257,-0.0032989536018658986,-0.002998630238628801,-4.538822936557938e-05
US_Corp_Return,-0.0032989536018658986,0.017898410893721135,0.001689860557457736,1.7968474011275084e-05
TreasInd_Return,-0.002998630238628801,0.001689860557457736,0.0009272569878104541,4.222432333860465e-06
Cash_Return,-4.538822936557938e-05,1.7968474011275084e-05,4.222432333860465e-06,9.014366085419651e-07
