,SPY_Return,US_Corp_Return,TreasInd_Return,Cash_Return
SPY_Return,0.016785319083057793,0.011209728072302432,438.5771328944415,-146.77745068760257
US_Corp_Return,0.011209728072302432,0.011106618103764095,-596.6320192037194,-409.2631654203205
TreasInd_Return,438.5771328944415,-596.6320192037194,998319483.7699236,230842181.53143772
Cash_Return,-146.77745068760257,-409.2631654203205,230842181.53143772,61162234.97513806
